id,loan_amnt,term,int_rate,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,inq_last_6mths,pub_rec,acc_now_delinq,avg_cur_bal,chargeoff_within_12_mths,delinq_amnt,num_accts_ever_120_pd,num_actv_bc_tl,num_bc_sats,pub_rec_bankruptcies
51786,14000, 36 months,9.71%,B,Novartis,5 years,RENT,110000,Not Verified,Fully Paid,debt_consolidation,100xx,NY,2.07,0,1,1,0,2301,0,0,0,2,3,1
51787,7500, 36 months,11.55%,B,national display group,10+ years,MORTGAGE,37500,Not Verified,Fully Paid,credit_card,081xx,NJ,14.4,0,0,0,0,1060,0,0,0,7,10,0
51788,30000, 36 months,13.68%,C,"Signal Administration, Inc",7 years,RENT,106000,Source Verified,Fully Paid,debt_consolidation,064xx,CT,14.99,0,0,0,0,5281,0,0,0,5,5,0
51789,20000, 36 months,18.85%,D,cut 432,2 years,MORTGAGE,65000,Verified,Fully Paid,debt_consolidation,334xx,FL,14.27,0,2,0,0,17293,0,0,1,6,6,0
51790,16400, 60 months,24.50%,F,Delta Corrugated ,10+ years,RENT,38320,Verified,Fully Paid,credit_card,104xx,NY,28.81,0,0,0,0,1964,0,0,0,5,5,0
51791,13200, 36 months,13.68%,C,bronx county district attorney's office,3 years,RENT,60000,Verified,Fully Paid,debt_consolidation,101xx,NY,33.04,0,0,0,0,54804,0,0,0,1,1,0
51792,3000, 36 months,15.88%,C,windsor laurelwood hospital,3 years,MORTGAGE,37000,Source Verified,Fully Paid,debt_consolidation,440xx,OH,19.2,0,3,1,0,18260,0,0,0,2,2,1
51793,10400, 36 months,13.68%,C,FIRST STUDENT,10+ years,OWN,100000,Source Verified,Charged Off,other,141xx,NY,20.47,0,2,0,0,8363,0,0,0,6,12,0
51794,25000, 60 months,23.50%,F,"NTN Driveshaft , Inc.",8 years,MORTGAGE,70000,Source Verified,Fully Paid,debt_consolidation,472xx,IN,23.33,0,2,1,0,5445,0,0,0,3,5,1
51795,28000, 60 months,16.78%,C,WINCHESTER HOSPITAL,10+ years,MORTGAGE,140000,Source Verified,Fully Paid,debt_consolidation,030xx,NH,15.21,0,0,0,0,28541,0,0,0,8,8,0
51796,16500, 36 months,6.03%,A,US Department of Commerce/Census Bureau,9 years,MORTGAGE,85000,Source Verified,Fully Paid,debt_consolidation,207xx,MD,23.86,0,2,0,0,21604,0,0,0,3,5,0
51797,13200, 36 months,10.64%,B,Superior Court County of Santa Clara,7 years,MORTGAGE,106685,Not Verified,Fully Paid,debt_consolidation,951xx,CA,6.19,0,1,0,0,69464,0,0,0,4,5,0
51798,10000, 36 months,13.68%,C,Piedmont Airlines,10+ years,OWN,53000,Not Verified,Fully Paid,debt_consolidation,170xx,PA,10.23,0,0,0,0,2681,0,0,0,4,4,0
51799,10000, 60 months,16.78%,C,West Pharmaceuticals,1 year,MORTGAGE,30600,Verified,Fully Paid,debt_consolidation,177xx,PA,17.49,0,1,0,0,15480,0,0,0,2,3,0
51800,22800, 60 months,17.56%,D,federal government,7 years,RENT,51000,Verified,Charged Off,debt_consolidation,303xx,GA,9.76,0,0,0,0,3800,0,0,0,1,2,0
51801,9600, 36 months,19.52%,D,Autism Treatment Center,10+ years,OWN,73600,Source Verified,Fully Paid,other,761xx,TX,26.22,0,1,0,0,15010,0,0,1,5,7,0
51802,21000, 60 months,16.78%,C,Michaels arts and crafts,7 years,MORTGAGE,101000,Verified,Fully Paid,home_improvement,254xx,WV,30.11,0,2,0,0,32707,0,0,0,4,5,0
51803,10150, 60 months,21.60%,E,HSN,9 years,RENT,31000,Verified,Charged Off,debt_consolidation,376xx,TN,7.24,0,1,1,0,2176,0,0,0,1,1,1
51804,7750, 36 months,13.68%,C,Bayou Region Surgical Center,3 years,RENT,24000,Not Verified,Charged Off,debt_consolidation,703xx,LA,28.5,0,0,0,0,2773,0,0,0,4,4,0
51805,10000, 36 months,8.90%,A,south shore home health,5 years,MORTGAGE,38000,Source Verified,Charged Off,credit_card,117xx,NY,14.91,1,0,0,0,23513,0,0,2,4,4,0
51806,5000, 36 months,15.88%,C,ConocoPhillips,10+ years,MORTGAGE,80000,Not Verified,Fully Paid,debt_consolidation,925xx,CA,26.46,0,1,0,0,9161,0,0,0,5,5,0
51807,13000, 60 months,23.50%,F,Community Hospital,6 years,RENT,45000,Verified,Fully Paid,small_business,463xx,IN,2.48,0,0,0,0,4596,0,0,0,1,1,0
51808,10000, 60 months,15.88%,C,Kennesaw State Universtiy,5 years,MORTGAGE,69600,Verified,Fully Paid,debt_consolidation,300xx,GA,17.45,0,1,0,0,28947,0,0,0,9,10,0
51809,28000, 60 months,20.80%,E,Gentiva Hospice,5 years,MORTGAGE,109000,Source Verified,Fully Paid,credit_card,368xx,AL,19.07,0,2,0,0,15443,0,0,0,2,3,0
51810,8725, 36 months,18.25%,D,Crowne Plaza Hotel,2 years,RENT,30000,Source Verified,Fully Paid,house,328xx,FL,10.89,0,0,0,0,928,0,0,0,4,4,0
51811,8725, 36 months,9.71%,B,Sears Holdings,7 years,MORTGAGE,36400,Not Verified,Charged Off,debt_consolidation,365xx,AL,11.08,0,0,0,0,17725,0,0,0,2,2,0
51812,7000, 36 months,18.85%,D,Sheppard Pratt Health System,10+ years,RENT,30000,Not Verified,Fully Paid,other,212xx,MD,14.4,0,0,1,0,1038,0,0,0,3,3,1
51813,10000, 36 months,11.55%,B,united rentals,6 years,RENT,48000,Source Verified,Fully Paid,debt_consolidation,799xx,TX,22.05,0,0,0,0,3174,0,0,1,2,2,0
51814,10000, 36 months,9.71%,B,"Williams Sonoma, Inc.",10+ years,MORTGAGE,106000,Verified,Fully Paid,debt_consolidation,945xx,CA,17.51,1,0,0,0,51548,0,0,0,5,5,0
51815,12000, 60 months,15.22%,C,Kumon North America,1 year,RENT,68000,Source Verified,Fully Paid,credit_card,074xx,NJ,21.15,0,1,0,0,6856,0,0,0,4,4,0
51816,8325, 36 months,10.64%,B,Simi Valley School District,2 years,OWN,25000,Not Verified,Fully Paid,credit_card,913xx,CA,28.67,1,0,0,0,2938,0,0,0,3,4,0
51817,20050, 36 months,7.62%,A,"ELD Services, LLC",10+ years,RENT,46300,Source Verified,Fully Paid,debt_consolidation,331xx,FL,24.54,0,0,0,0,4169,0,0,0,4,4,0
51818,27575, 60 months,22.20%,E,Fidelity Investments,10+ years,MORTGAGE,65000,Verified,Fully Paid,debt_consolidation,030xx,NH,17.83,0,1,0,0,18210,0,0,0,7,7,0
51819,10800, 60 months,20.31%,D,Bentley Systems ,5 years,RENT,57000,Verified,Fully Paid,credit_card,954xx,CA,18.74,0,1,0,0,3167,0,0,0,5,6,0
51820,18000, 36 months,11.55%,B,Syntel Inc,5 years,RENT,115000,Verified,Fully Paid,debt_consolidation,300xx,GA,16.35,0,0,0,0,4678,0,0,0,4,4,0
51821,12375, 36 months,13.68%,C,PQ Energy,10+ years,MORTGAGE,60000,Verified,Fully Paid,debt_consolidation,180xx,PA,10.08,1,2,0,0,48969,0,0,0,2,2,0
51822,12500, 36 months,15.88%,C,Clinical Research Management,10+ years,MORTGAGE,38000,Source Verified,Charged Off,credit_card,207xx,MD,10.96,2,0,0,0,57046,0,0,0,2,5,0
51823,7200, 36 months,14.33%,C,AT&T,1 year,RENT,92000,Source Verified,Charged Off,credit_card,606xx,IL,18.03,0,2,0,0,11566,0,0,0,2,2,0
51824,35000, 36 months,18.25%,D,"Mercury and Earth, LLC",8 years,RENT,210000,Verified,Fully Paid,credit_card,100xx,NY,10.23,0,2,0,0,10147,0,0,0,5,5,0
51825,10000, 60 months,13.68%,C,Alabama Power Company,10+ years,MORTGAGE,50000,Verified,Fully Paid,debt_consolidation,350xx,AL,34.9,0,0,0,0,5813,0,0,0,3,3,0
51826,9000, 36 months,17.56%,D,Arber Company,9 years,RENT,32579,Not Verified,Fully Paid,debt_consolidation,024xx,MA,27.99,0,0,0,0,1971,0,0,0,4,4,0
51827,16800, 60 months,13.68%,C,Ch2mHill,7 years,RENT,52000,Source Verified,Fully Paid,debt_consolidation,706xx,LA,9.37,0,0,0,0,4514,0,0,0,4,4,0
51828,20000, 36 months,6.03%,A,Newtown Plubic Works,10+ years,MORTGAGE,65000,Verified,Fully Paid,debt_consolidation,067xx,CT,27.18,0,0,0,0,21069,0,0,0,5,5,0
51829,8875, 36 months,16.78%,C,,10+ years,RENT,35000,Verified,Fully Paid,debt_consolidation,321xx,FL,27.63,1,2,0,0,2442,0,0,2,4,5,0
51830,1000, 36 months,19.52%,D,FRANKLIN COUNTY GOVT,10+ years,RENT,40072,Not Verified,Fully Paid,other,275xx,NC,28.09,0,1,0,0,1793,0,0,1,6,6,0
51831,10200, 36 months,6.03%,A,"Henson Fuerst, PA",2 years,MORTGAGE,85000,Verified,Fully Paid,debt_consolidation,277xx,NC,24.78,0,1,0,0,19728,0,0,0,1,5,0
51832,17500, 36 months,20.31%,D,,n/a,MORTGAGE,47850,Verified,Fully Paid,debt_consolidation,303xx,GA,6.92,0,1,0,0,5061,0,0,0,1,1,0
51833,8000, 60 months,22.70%,E,Bright house networks,10+ years,RENT,35000,Verified,Fully Paid,wedding,327xx,FL,5.59,0,0,0,0,1525,0,0,0,2,2,0
51834,16000, 36 months,6.62%,A,,10+ years,MORTGAGE,48000,Source Verified,Fully Paid,debt_consolidation,925xx,CA,10.98,0,0,0,0,15577,0,0,0,5,5,0
51835,21850, 60 months,20.80%,E,,n/a,RENT,49704,Verified,Charged Off,debt_consolidation,104xx,NY,32.25,0,0,0,0,2306,0,0,0,8,8,0
51836,35000, 36 months,18.85%,D,Raytheon,10+ years,MORTGAGE,137100,Source Verified,Fully Paid,home_improvement,857xx,AZ,14.1,0,2,0,0,37714,0,0,0,5,6,0
51837,11625, 60 months,23.50%,F,gorenflos buffalo lock,6 years,RENT,34000,Source Verified,Fully Paid,debt_consolidation,140xx,NY,32.86,0,1,0,0,5068,0,0,0,3,4,0
51838,12000, 36 months,9.71%,B,,n/a,MORTGAGE,35212,Verified,Fully Paid,debt_consolidation,704xx,LA,19.6,0,1,0,0,12643,0,0,0,8,9,0
51839,13700, 36 months,14.33%,C,BNSF Railway,10+ years,MORTGAGE,95000,Not Verified,Fully Paid,debt_consolidation,760xx,TX,17.51,1,3,0,0,18241,0,0,1,4,5,0
51840,28000, 60 months,13.68%,C,Logic Bridge Inc,2 years,MORTGAGE,98000,Verified,Fully Paid,home_improvement,750xx,TX,7.51,0,4,0,0,30690,0,0,0,0,5,0
51841,12000, 36 months,9.71%,B,Children's Medical Center,3 years,RENT,50000,Source Verified,Fully Paid,debt_consolidation,752xx,TX,26.93,0,4,0,0,6763,0,0,0,4,6,0
51842,10400, 36 months,6.62%,A,University of Md.,10+ years,MORTGAGE,45000,Source Verified,Fully Paid,debt_consolidation,200xx,DC,19.01,0,0,0,0,14906,0,0,0,1,2,0
51843,5000, 36 months,12.35%,B,Foothill Securities,10+ years,MORTGAGE,200000,Verified,Fully Paid,other,860xx,AZ,14.84,0,0,0,0,25650,0,0,0,10,11,0
51844,20000, 36 months,12.35%,B,Accounts Receivable Solutions,5 years,MORTGAGE,78000,Source Verified,Charged Off,credit_card,163xx,PA,14.04,0,0,1,0,12967,0,0,1,4,5,1
51845,10000, 60 months,22.20%,E,Teva Pharmaceuticals,8 years,RENT,47863,Verified,Fully Paid,debt_consolidation,109xx,NY,23.79,0,1,0,0,3032,0,0,0,3,3,0
51846,14675, 60 months,18.25%,D,"Brady, Vorwerck, Ryder & Caspino",8 years,MORTGAGE,44500,Source Verified,Charged Off,debt_consolidation,925xx,CA,24.38,0,0,0,0,45314,0,0,1,3,3,0
51847,6000, 36 months,19.52%,D,sunhouse petroleum,7 years,RENT,60000,Not Verified,Charged Off,other,295xx,SC,11.64,0,1,0,0,2235,0,0,0,3,3,0
51848,19200, 60 months,15.22%,C,South trail fire department ,10+ years,MORTGAGE,75000,Source Verified,Charged Off,debt_consolidation,339xx,FL,23.63,0,0,0,0,38685,0,0,0,3,3,0
51849,5600, 36 months,13.68%,C,Coos County Nursing Home,3 years,RENT,25000,Not Verified,Fully Paid,debt_consolidation,035xx,NH,20.5,0,1,0,0,1161,0,0,0,4,5,0
51850,7650, 36 months,10.64%,B,furniture enterprises of ak,10+ years,MORTGAGE,57000,Verified,Fully Paid,debt_consolidation,995xx,AK,18.72,0,0,0,0,21843,0,0,0,10,10,0
51851,17500, 60 months,14.33%,C,American Eagle Airlines,3 years,OWN,40000,Verified,Fully Paid,debt_consolidation,379xx,TN,28.62,0,0,0,0,8750,0,0,0,5,5,0
51852,20000, 60 months,9.71%,B,Reyes Holdings,3 years,MORTGAGE,145000,Verified,Fully Paid,home_improvement,600xx,IL,11.51,0,1,0,0,40258,0,0,0,3,5,0
51853,9000, 36 months,17.56%,D,Edward Jones Investments,4 years,MORTGAGE,45000,Not Verified,Fully Paid,credit_card,432xx,OH,18.69,6,0,0,0,1343,0,0,0,4,4,0
51854,24375, 36 months,18.25%,D,City of Fairfield,10+ years,RENT,120000,Source Verified,Fully Paid,debt_consolidation,945xx,CA,30.5,3,0,0,0,6197,0,0,2,6,7,0
51855,17000, 36 months,10.64%,B,MCCUES TAXI OF WATERTOWN,4 years,RENT,51000,Not Verified,Fully Paid,debt_consolidation,024xx,MA,18.49,0,0,0,0,3654,0,0,0,5,7,0
51856,10400, 36 months,13.05%,B,local 224,5 years,MORTGAGE,75000,Not Verified,Charged Off,debt_consolidation,477xx,IN,11.92,0,0,0,0,13115,0,0,1,6,6,0
51857,15000, 36 months,12.35%,B,,4 years,RENT,138000,Verified,Fully Paid,debt_consolidation,910xx,CA,8.76,0,0,0,0,1892,0,0,0,5,5,0
51858,3500, 36 months,13.68%,C,Brookshire Grocery Company,10+ years,MORTGAGE,37000,Not Verified,Fully Paid,home_improvement,757xx,TX,9.5,0,0,0,0,1225,0,0,0,4,4,0
51859,12000, 60 months,16.78%,C,,n/a,RENT,36000,Verified,Charged Off,credit_card,316xx,GA,31.8,0,0,1,0,2491,0,0,0,6,7,1
51860,4000, 36 months,19.52%,D,Montgomery County ,10+ years,RENT,50000,Not Verified,Fully Paid,debt_consolidation,454xx,OH,6.38,0,2,0,0,1413,0,0,0,1,2,0
51861,12000, 60 months,21.60%,E,Defense Contract Audit Agency,6 years,MORTGAGE,79000,Verified,Charged Off,debt_consolidation,174xx,PA,31.73,3,1,0,0,15625,0,0,2,4,4,0
51862,10000, 36 months,9.71%,B,U S Customs and Border Protection,10+ years,MORTGAGE,100000,Verified,Fully Paid,debt_consolidation,900xx,CA,21.61,0,2,0,0,82576,0,0,0,1,1,0
51863,10000, 36 months,14.33%,C,Via Mat International,7 years,RENT,82000,Verified,Fully Paid,small_business,113xx,NY,18.35,7,1,0,0,5189,0,0,3,2,7,0
51864,6000, 36 months,12.35%,B,,n/a,RENT,22700,Verified,Fully Paid,debt_consolidation,197xx,DE,13.37,0,0,0,0,1537,0,0,0,3,3,0
51865,1000, 36 months,21.60%,E,Dicks sporting goods ,2 years,RENT,33000,Not Verified,Fully Paid,vacation,447xx,OH,14.8,0,1,0,0,4110,0,0,0,3,3,0
51866,16425, 36 months,16.78%,C,United Pet Group,10+ years,MORTGAGE,37000,Verified,Fully Paid,debt_consolidation,460xx,IN,19.2,1,1,0,0,6822,1,0,1,5,6,0
51867,20000, 60 months,20.31%,D,United Pet Group,10+ years,MORTGAGE,60000,Verified,Charged Off,debt_consolidation,460xx,IN,22.46,1,1,0,0,9777,0,0,0,4,4,0
51868,12000, 36 months,15.22%,C,San Jose Evergreen Community College Dis,2 years,RENT,107000,Source Verified,Fully Paid,debt_consolidation,951xx,CA,3.79,1,1,0,0,995,0,0,0,5,6,0
51869,5700, 36 months,13.68%,C,Art Licensing Internaitonal,2 years,RENT,31200,Not Verified,Fully Paid,debt_consolidation,052xx,VT,15.42,0,0,0,0,1575,0,0,0,7,7,0
51870,15000, 36 months,8.90%,A,Wells Fargo,2 years,MORTGAGE,110000,Not Verified,Fully Paid,debt_consolidation,805xx,CO,19.61,0,0,0,0,30598,0,0,0,7,11,0
51871,30000, 36 months,15.22%,C,Newyorklife,6 years,MORTGAGE,145000,Source Verified,Charged Off,debt_consolidation,189xx,PA,13.5,0,2,0,0,48818,0,0,2,3,6,0
51872,7000, 36 months,13.68%,C,"Mineral Resources International, Inc.",5 years,RENT,29280,Not Verified,Fully Paid,debt_consolidation,840xx,UT,9.14,0,1,0,0,929,0,0,0,5,5,0
51873,9600, 36 months,13.68%,C,Alabama Ag Credit,2 years,OWN,42000,Not Verified,Fully Paid,debt_consolidation,354xx,AL,9,0,1,0,0,6964,0,0,0,4,4,0
51874,7900, 36 months,10.64%,B,HP Enterprise Services,10+ years,MORTGAGE,45500,Not Verified,Charged Off,debt_consolidation,173xx,PA,17.41,0,1,0,0,7422,0,0,0,5,9,0
51875,10000, 60 months,15.88%,C,,n/a,MORTGAGE,35000,Verified,Charged Off,debt_consolidation,550xx,MN,18,0,3,0,0,21617,0,0,0,3,3,0
51876,2875, 36 months,22.70%,E,BCIA,8 years,MORTGAGE,90296,Not Verified,Fully Paid,debt_consolidation,843xx,UT,15.23,0,2,0,0,15605,0,0,0,1,1,0
51877,24375, 60 months,15.88%,C,Silverado resort,2 years,RENT,55000,Verified,Fully Paid,debt_consolidation,945xx,CA,21.04,0,0,0,0,3456,0,0,0,6,7,0
51878,20000, 60 months,21.15%,E,GlaxoSmithKline,10+ years,MORTGAGE,120000,Verified,Fully Paid,credit_card,275xx,NC,17.49,2,0,0,0,12547,0,0,0,5,6,0
51879,14125, 36 months,12.35%,B,Jacob's Engineering,7 years,MORTGAGE,78000,Not Verified,Fully Paid,home_improvement,219xx,MD,8.11,0,0,0,0,26207,0,0,0,2,2,0
51880,32000, 36 months,21.60%,E,Morehouse Parish School Board,10+ years,MORTGAGE,95000,Source Verified,Charged Off,debt_consolidation,712xx,LA,15.16,4,1,0,0,5144,0,0,0,2,2,0
51881,12000, 60 months,15.22%,C,Baldwin County Sheriff's Office,10+ years,MORTGAGE,60000,Source Verified,Fully Paid,debt_consolidation,365xx,AL,20.18,0,1,0,0,18186,0,0,4,4,5,0
51882,17500, 60 months,12.35%,B,,n/a,MORTGAGE,39830.88,Verified,Fully Paid,debt_consolidation,301xx,GA,24.43,0,0,0,0,24670,0,0,0,2,2,0
51883,8500, 36 months,14.33%,C,kaiser permanente,10+ years,MORTGAGE,49000,Verified,Fully Paid,debt_consolidation,928xx,CA,21.06,0,3,0,0,27482,0,0,2,1,1,0
51884,4650, 36 months,14.33%,C,,6 years,RENT,50000,Source Verified,Fully Paid,debt_consolidation,461xx,IN,3.5,0,1,1,0,1723,0,0,0,3,3,1
51885,17200, 36 months,9.71%,B,Boyd Gaming Inc.,10+ years,MORTGAGE,42300,Verified,Charged Off,credit_card,711xx,LA,19.65,0,0,0,0,16440,0,0,0,5,5,0
51886,6000, 36 months,12.35%,B,Newpark drilling fluids,9 years,OWN,60000,Not Verified,Fully Paid,debt_consolidation,736xx,OK,25.72,0,1,0,0,8737,0,0,0,3,3,0
51887,5125, 36 months,17.56%,D,,n/a,OWN,18000,Verified,Fully Paid,credit_card,335xx,FL,12.53,0,1,1,0,951,0,0,0,2,3,1
51888,11975, 36 months,8.90%,A,Kaiser Permanente,5 years,MORTGAGE,116000,Not Verified,Fully Paid,home_improvement,947xx,CA,11.36,0,2,0,0,50125,0,0,0,4,4,0
51889,16000, 36 months,6.03%,A,Bestflor Distributors,9 years,OWN,62400,Not Verified,Fully Paid,credit_card,064xx,CT,13.96,0,0,0,0,21392,0,0,0,3,6,0
51890,6075, 36 months,21.15%,E,,n/a,RENT,32000,Source Verified,Charged Off,debt_consolidation,076xx,NJ,7.76,0,1,0,0,588,0,0,0,4,5,0
51891,15000, 36 months,19.52%,D,,n/a,MORTGAGE,58000,Verified,Fully Paid,debt_consolidation,323xx,FL,19.26,0,1,0,0,2958,0,0,0,5,6,0
51892,10000, 36 months,9.71%,B,Providence Health System,10+ years,RENT,50000,Source Verified,Fully Paid,debt_consolidation,971xx,OR,19.27,0,0,1,0,4303,0,0,0,2,2,1
51893,20000, 36 months,13.05%,B,Publix Super markets Inc.,5 years,RENT,70000,Source Verified,Fully Paid,debt_consolidation,341xx,FL,16.08,0,0,1,0,2024,0,0,0,5,5,1
51894,17000, 36 months,15.22%,C,Kaiser Permanente,2 years,RENT,48705,Verified,Fully Paid,credit_card,201xx,VA,33.04,0,1,0,0,4231,0,0,0,3,3,0
51895,20000, 36 months,16.78%,C,"Stewart Stainless Supply, Inc.",10+ years,MORTGAGE,90000,Verified,Fully Paid,credit_card,305xx,GA,5.49,1,0,0,0,2388,0,0,2,4,4,0
51896,4375, 36 months,18.85%,D,counseling and consultation services,3 years,RENT,29000,Not Verified,Fully Paid,debt_consolidation,377xx,TN,16.06,0,1,0,0,2304,0,0,0,2,2,0
51897,11200, 60 months,15.88%,C,Computer Science Corporation,6 years,MORTGAGE,34000,Verified,Fully Paid,wedding,546xx,WI,8.68,0,0,0,0,14218,0,0,1,5,5,0
51898,14575, 36 months,11.55%,B,LendSmart Mortgage,10+ years,MORTGAGE,120000,Verified,Fully Paid,home_improvement,342xx,FL,11.28,0,0,1,0,39188,0,0,0,5,5,1
51899,6075, 36 months,21.60%,E,Roseville Manor,< 1 year,RENT,22500,Verified,Charged Off,moving,071xx,NJ,6.19,0,1,0,0,2223,0,0,0,2,2,0
51900,7000, 36 months,13.05%,B,UPMC,< 1 year,MORTGAGE,51000,Verified,Fully Paid,debt_consolidation,152xx,PA,34.68,0,3,0,0,25535,0,0,0,3,3,0
51901,15000, 36 months,9.71%,B,Longhorn Steakhouse,9 years,MORTGAGE,85000,Verified,Fully Paid,home_improvement,318xx,GA,8,0,0,0,0,25550,0,0,0,5,5,0
51902,7200, 36 months,12.35%,B,Walgreens co,4 years,RENT,26000,Not Verified,Fully Paid,credit_card,328xx,FL,4.71,0,0,0,0,17919,0,0,0,2,3,0
51903,8000, 36 months,17.56%,D,Applied Data Technologies,6 years,RENT,45000,Not Verified,Fully Paid,debt_consolidation,283xx,NC,14.56,1,0,0,0,2293,0,0,1,1,1,0
51904,7000, 36 months,17.56%,D,Comcast,9 years,MORTGAGE,55000,Not Verified,Fully Paid,credit_card,480xx,MI,25.4,0,1,0,0,12805,0,0,1,4,5,0
51905,19750, 60 months,15.22%,C,Briggs & Veselka,1 year,MORTGAGE,45000,Source Verified,Fully Paid,debt_consolidation,770xx,TX,12.91,0,0,0,0,11968,0,0,0,4,5,0
51906,7550, 36 months,18.85%,D,Progress Rail Services,1 year,RENT,27000,Verified,Fully Paid,credit_card,075xx,NJ,28.57,0,3,0,0,2867,0,0,0,3,5,0
51907,10050, 36 months,18.25%,D,the hertz corp,2 years,RENT,55000,Not Verified,Fully Paid,credit_card,328xx,FL,8.75,0,0,0,0,1363,0,0,0,2,2,0
51908,4000, 36 months,21.60%,E,conrail,2 years,OWN,40000,Source Verified,Fully Paid,small_business,103xx,NY,4.92,0,1,0,0,706,0,0,0,3,3,0
51909,4150, 36 months,12.35%,B,Party City,2 years,RENT,15642,Not Verified,Fully Paid,credit_card,100xx,NY,7.21,0,0,0,0,872,0,0,0,1,2,0
51910,11100, 36 months,12.35%,B,,10+ years,RENT,32000,Verified,Fully Paid,debt_consolidation,852xx,AZ,30.68,0,0,0,0,3315,0,0,0,7,7,0
51911,20000, 60 months,20.31%,D,macsource communications,2 years,MORTGAGE,65000,Verified,Charged Off,debt_consolidation,130xx,NY,9.36,0,1,0,0,5669,0,0,1,2,2,0
51912,35000, 36 months,17.56%,D,CornerWorld,8 years,MORTGAGE,220000,Verified,Charged Off,credit_card,750xx,TX,14.79,0,4,0,0,12085,0,0,0,3,4,0
51913,24000, 60 months,15.22%,C,Springport Public Schools,10+ years,MORTGAGE,56000,Verified,Fully Paid,credit_card,492xx,MI,19.76,0,0,0,0,7789,0,0,1,3,5,0
51914,10425, 36 months,9.71%,B,Headquarter Toyota,< 1 year,MORTGAGE,30000,Source Verified,Fully Paid,credit_card,330xx,FL,29.72,1,0,0,0,8643,0,0,1,6,6,0
51915,10350, 36 months,14.33%,C,ASML US Inc,1 year,RENT,102300,Not Verified,Fully Paid,credit_card,951xx,CA,6.2,0,0,0,0,2521,0,0,0,3,4,0
51916,9000, 36 months,13.05%,B,City of Sunnyvale,10+ years,MORTGAGE,150000,Verified,Fully Paid,debt_consolidation,950xx,CA,4.04,1,2,0,0,1807,0,0,4,6,7,0
51917,14400, 36 months,6.03%,A,Largo Concrete,10+ years,MORTGAGE,119000,Not Verified,Fully Paid,debt_consolidation,925xx,CA,13.94,0,0,0,0,48521,0,0,0,1,2,0
51918,4000, 36 months,13.68%,C,Univ of MO Dept of Anesthesiology,10+ years,MORTGAGE,67000,Source Verified,Fully Paid,debt_consolidation,652xx,MO,19.02,0,0,0,0,30350,0,0,0,5,6,0
51919,10000, 36 months,18.85%,D,City of Los Angeles,10+ years,RENT,160000,Verified,Charged Off,debt_consolidation,917xx,CA,18.77,1,2,0,0,3906,0,0,0,10,10,0
51920,15000, 60 months,14.33%,C,"Dept. of Defense, U.S. Navy",10+ years,MORTGAGE,67000,Source Verified,Fully Paid,debt_consolidation,967xx,HI,21.62,0,3,0,0,74206,0,0,1,2,2,0
51921,11000, 36 months,15.22%,C,Hyde Park Building & Material supply,9 years,MORTGAGE,58000,Not Verified,Fully Paid,credit_card,604xx,IL,19.3,0,1,0,0,1981,0,0,1,5,5,0
51922,20125, 60 months,24.08%,F,,n/a,MORTGAGE,91000,Source Verified,Charged Off,small_business,140xx,NY,7.23,0,1,1,0,18887,0,0,0,1,3,1
51923,8875, 36 months,9.71%,B,,n/a,MORTGAGE,26000,Verified,Fully Paid,debt_consolidation,244xx,VA,23.17,0,0,1,0,5706,0,0,0,3,3,1
51924,10000, 36 months,12.35%,B,CONWAY MANAGEMENT LLC,8 years,RENT,65000,Source Verified,Fully Paid,debt_consolidation,113xx,NY,8.23,0,1,1,0,2148,0,0,0,7,9,1
51925,5000, 36 months,13.05%,B,University of Ca- San Diego,5 years,RENT,28000,Source Verified,Fully Paid,debt_consolidation,906xx,CA,31.8,0,1,0,0,6117,0,0,0,1,1,0
51926,11625, 60 months,24.50%,F,Blue Shield of California,2 years,RENT,106000,Verified,Charged Off,debt_consolidation,902xx,CA,15.71,1,3,0,0,19936,0,0,0,4,4,0
51927,11025, 36 months,13.68%,C,Southlake Body,2 years,MORTGAGE,50000,Not Verified,Fully Paid,credit_card,463xx,IN,7.41,0,1,0,0,22493,0,0,1,3,3,0
51928,11325, 60 months,21.60%,E,Elite Site Services,5 years,RENT,39000,Source Verified,Charged Off,debt_consolidation,933xx,CA,27.51,0,0,0,0,5125,0,0,0,2,2,0
51929,7125, 36 months,13.68%,C,CCMH,< 1 year,RENT,35000,Not Verified,Fully Paid,debt_consolidation,735xx,OK,29.38,0,0,0,0,3646,0,0,0,2,2,0
51930,32000, 60 months,17.56%,D,ING Employee Benefits,10+ years,MORTGAGE,325000,Verified,Fully Paid,credit_card,302xx,GA,10.44,0,1,0,0,30675,0,0,0,4,5,0
51931,10650, 60 months,15.22%,C,K& w cafeterias,5 years,RENT,37500,Verified,Fully Paid,debt_consolidation,274xx,NC,25.79,0,0,0,0,2887,0,0,0,5,5,0
51932,21250, 60 months,14.33%,C,Fairfield County,10+ years,MORTGAGE,47236,Verified,Fully Paid,debt_consolidation,431xx,OH,23.65,1,0,0,0,20642,0,0,0,2,3,0
51933,2000, 36 months,17.56%,D,ROBLOX,2 years,RENT,30180.8,Source Verified,Fully Paid,debt_consolidation,945xx,CA,21.43,0,0,0,0,3851,0,0,0,1,1,0
